SURVEY ROUND,SITE NAME,STATE,LGA,WARD,LATITUDE,LONGITUDE,SITE MANAGEMENT AGENCY (SMA),SMA TYPE,REGISTRATION ACTIVITY,SUPPORT WASH,SUPPORT HEALTH,SUPPORT SHELTER/NFI,SUPPORT FOOD,SUPPORT PROTECTION,SUPPORT EDUCATION,SUPPORT LIVELIHOOD,SITE CLASSIFICATION,SITE TYPE,LAND OWNERSHIP,COMMON SHELTER TYPE,NO OF HOUSEHOLDS,INFANTS MALE,INFANTS FEMALE,CHILDREN MALE,CHILDREN FEMALE,YOUTH MALE,YOUTH FEMALE,ADULT MALE,ADULT FEMALE,ELDERLY MALE,ELDERLY FEMALE,TOTAL NUMBER OF IDPS,PREVIOUSLY BEEN DISPLACED,INTENDED RETURN AREA,WHY NOT RETURN,NO SHELTER,TENTS,MAKESHIFT,INDOORS,ACCESS ELECTRICITY,ACCESS SAFE COOKING,HAVE PRIVATE AREAS,HAVE MOSQUITO NETS,MOST NEEDED NFI,WATER SOURCE LOCATION,DRINKING WATER SOURCE,WATER CONSUMPTION,DRINKING WATER POTABLE,DRINKING WATER QUALITY COMPLAINTS,LATRINE CONDITION,FUNCTIONING TOILET,GARBAGE DISPOSAL,SOLID WASTE PROBLEM,HAND WASHING STATIONS,HYGIENE PROMOTION CAMPAIGN,OPEN DEFECATION,ACCESS TO FOOD,ACCESS TO MARKET,DISTRIBUTION FREQUENCY,OBTAINING FOOD,MALNUTRITION SCREENING,MOST PREVALENT HEALTH PROBLEM,ACCESS TO MEDICINE,ACCESS TO HEALTH FACILITY,LOCATION HEALTH FACILITY,HEALTH FACILITIES PROVIDER,ACCESS TO EDUCATION,EDUCATION LOCATION,ATTENDING SCHOOL,MAJORITY OCCUPATION,ACCESS TO INCOME,LIVESTOCK,CULTIVATION,SOURCE OF INFORMATION FOR MOST RESIDENTS,MAIN TOPIC IDP'S IS REQUESTING INFORMATION,SERIOUS PROBLEM DUE TO LACK OF INFORMATION
14,KAGUA,ADAMAWA,MUBI SOUTH,GELLA,10.16169,13.30134,No,,No,No,No,Yes,No,Yes,No,Yes,Host Communities,Host Communities,Private Building,Host family house,9,1,2,5,5,8,5,11,7,0,2,46,No,Place of origin,Lack of safety,None,None,None,>75%,<25%,<25%,None,None,Mosquito nets,Off-site (>10 mn),Hand pumps,>15 ltr,No,Yes,Not so good (Not hygienic),3,Burning,No,Yes but no soap/water inside,No,No,"Yes, off site",Yes,Irregular,Cash,No,Malaria,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<25%,Daily labourer,Yes,Yes,Yes,Mobile phone,Situation in areas of origin,No
14,WUROPUTOJI,ADAMAWA,MUBI SOUTH,GUDE,10.26496,13.29491,Yes,INGO,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Host Communities,Host Communities,Private Building,Host family house,180,22,27,138,149,130,168,229,138,40,23,1064,No,Place of origin,House damaged/destroyed,None,<25%,<50%,<50%,<25%,<25%,None,<25%,Blankets/Mats,Off-site (<10 mn),Hand pumps,10 - 15 ltr,No,Yes,Not so good (Not hygienic),0,Burning,Yes,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Irregular,Cash,No,Malaria,No,Yes,On-site (>3 km),Government,Yes,Off-site,<25%,Daily labourer,Yes,Yes,Yes,Mobile phone,Distribution,No
14,MUNDUWA,ADAMAWA,MUBI SOUTH,GUDE,10.2335,13.31903,No,,No,No,No,No,Yes,No,No,No,Host Communities,Host Communities,Public/Government,Self-made tents,35,3,5,19,17,7,14,44,33,3,1,146,No,Place of origin,Lack of food,None,None,>75%,<25%,<25%,None,None,None,Blankets/Mats,Off-site (<10 mn),Unprotected well,>15 ltr,No,Yes,Not so good (Not hygienic),4,Burning,Yes,Yes but no soap/water inside,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,Fever,No,Yes,Off-site (<3 km),Government,No,None,None,Farming,No,No,Yes,Radio/news,Safety and Security,No
14,UFAYA,ADAMAWA,MUBI SOUTH,KWAJA,10.10426,13.31706,No,,No,No,Yes,Yes,Yes,Yes,No,Yes,Host Communities,Host Communities,Private Building,Host family house,11,1,0,1,2,2,3,7,5,1,2,24,No,Place of origin,House damaged/destroyed,None,None,None,>75%,<25%,<25%,None,None,Blankets/Mats,Off-site (>10 mn),Hand pumps,>15 ltr,No,Yes,Not so good (Not hygienic),6,Burning,No,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,Malaria,No,Yes,On-site (<3 km),Government,Yes,Off-site,<25%,Daily labourer,Yes,Yes,Yes,Mobile phone,Other relief assistance,No
14,MAZAKWAYA,ADAMAWA,MUBI SOUTH,KWAJA,10.10426,13.31706,No,,No,No,Yes,Yes,No,Yes,No,Yes,Host Communities,Host Communities,Private Building,Host family house,4,0,1,1,0,0,1,5,5,1,1,15,No,Place of origin,Lack of safety,None,None,None,>75%,None,<25%,None,<25%,Mosquito nets,Off-site (>10 mn),Hand pumps,>15 ltr,No,Yes,Non usable,6,Burning,No,Yes but no soap/water inside,No,Yes,"Yes, off site",Yes,Irregular,Cash,No,Diarrhea,No,Yes,On-site (>3 km),Government,Yes,Off-site,<25%,Daily labourer,Yes,No,Yes,Mobile phone,Distribution,Yes
14,DUGURMA,ADAMAWA,MUBI SOUTH,KWAJA,10.10648,13.31214,No,,No,No,No,Yes,Yes,Yes,No,Yes,Host Communities,Host Communities,Private Building,Host family house,7,2,0,2,4,5,3,9,6,0,0,31,No,Place of origin,Lack of safety,None,<25%,None,>75%,<25%,<25%,None,<25%,Blankets/Mats,Off-site (>10 mn),Unprotected well,>15 ltr,No,Yes,Not so good (Not hygienic),0,Burning,No,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Irregular,Cultivated,No,Fever,No,Yes,Off-site (<3 km),Government,Yes,Off-site,None,Farming,Yes,Yes,Yes,Mobile phone,Situation in areas of origin,No
14,KABANG,ADAMAWA,MUBI SOUTH,LAMORDE,10.26041,13.24317,No,,No,No,No,Yes,No,Yes,No,Yes,Host Communities,Host Communities,Private Building,Host family house,295,5,3,65,90,268,207,252,251,7,2,1150,No,Place of origin,Lack of safety,None,None,<25%,>75%,<25%,None,None,None,Mosquito nets,Off-site (>10 mn),Hand pumps,>15 ltr,No,Yes,Not so good (Not hygienic),4,Burning,No,Yes but no soap/water inside,No,No,"Yes, off site",Yes,Irregular,Cash,No,Cough,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<25%,Daily labourer,Yes,Yes,Yes,Mobile phone,Other relief assistance,No
14,TIKKE,ADAMAWA,MUBI SOUTH,LAMORDE,10.26041,13.24327,No,,No,No,Yes,Yes,Yes,Yes,No,Yes,Host Communities,Host Communities,Private Building,Host family house,96,5,7,25,37,49,52,73,81,21,19,369,No,Place of origin,Lack of safety,None,None,None,>75%,<25%,<25%,None,<25%,Blankets/Mats,Off-site (>10 mn),Unprotected well,>15 ltr,No,Yes,Not so good (Not hygienic),0,Burning,No,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Irregular,Cash,No,Fever,No,Yes,On-site (<3 km),Government,Yes,Off-site,<25%,Daily labourer,Yes,Yes,Yes,Mobile phone,Situation in areas of origin,No
14,BAJAWULE,ADAMAWA,MUBI SOUTH,MUGULBU/ YADAFA,10.27745,13.24796,No,,No,No,Yes,Yes,No,Yes,No,Yes,Host Communities,Host Communities,Private Building,Host family house,30,7,9,16,30,30,27,38,57,3,5,222,No,Place of origin,Lack of safety,None,None,<50%,<75%,<25%,<25%,None,<25%,Blankets/Mats,Off-site (>10 mn),Unprotected well,5 - 10 ltr,No,Yes,Not so good (Not hygienic),16,Burning,Yes,Yes but no soap/water inside,No,No,"Yes, off site",Yes,Irregular,Cash,No,Fever,No,Yes,On-site (<3 km),Government,Yes,Off-site,None,Daily labourer,Yes,Yes,Yes,Mobile phone,Situation in areas of origin,Yes
14,BULADAGA,ADAMAWA,MUBI SOUTH,MUGULBU/ YADAFA,10.12626,13.14635,No,,No,No,No,Yes,No,Yes,No,Yes,Host Communities,Host Communities,Public/Government,Host family house,55,10,9,35,47,42,48,80,66,22,11,370,No,Place of origin,Lack of safety,None,None,<50%,<75%,<25%,<25%,None,<25%,Mosquito nets,Off-site (<10 mn),Lake/dam,>15 ltr,No,Yes,Not so good (Not hygienic),0,Burning,No,Yes but no soap/water inside,No,Yes,"Yes, off site",Yes,Irregular,Cash,No,Fever,No,Yes,Off-site (<3 km),Government,Yes,Off-site,None,Daily labourer,Yes,Yes,Yes,Mobile phone,Other relief assistance,No
14,TAKALAFIYA,ADAMAWA,MUBI SOUTH,MUJARA,10.11704,13.2198,No,,No,No,No,Yes,Yes,Yes,No,Yes,Host Communities,Host Communities,Private Building,Host family house,43,2,1,26,15,23,41,49,35,1,2,195,No,Place of origin,Lack of safety,None,None,None,>75%,<25%,<25%,None,None,Soap,Off-site (>10 mn),Hand pumps,>15 ltr,No,Yes,Not so good (Not hygienic),8,Burning,No,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,Skin disease,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<25%,Daily labourer,Yes,Yes,Yes,Mobile phone,Situation in areas of origin,No
14,MANDANYA,ADAMAWA,MUBI SOUTH,MUJARA,10.17131,13.37097,No,,No,No,No,Yes,No,Yes,No,Yes,Host Communities,Host Communities,Private Building,Host family house,70,5,7,18,28,37,52,44,46,5,2,244,No,Place of origin,Lack of safety,None,None,<25%,<75%,<25%,<25%,None,None,Blankets/Mats,Off-site (>10 mn),Hand pumps,>15 ltr,No,Yes,Not so good (Not hygienic),0,Burning,No,Yes but no soap/water inside,No,Yes,"Yes, off site",Yes,Irregular,Cash,No,Fever,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<25%,Daily labourer,Yes,Yes,Yes,Mobile phone,Other relief assistance,No
14,WURO BULUNDE,ADAMAWA,MUBI SOUTH,NASSARAWO,10.26965,13.28934,No,,No,No,No,Yes,No,Yes,No,No,Host Communities,Host Communities,Private Building,Host family house,60,4,3,28,24,31,42,57,53,3,1,246,No,Place of origin,Lack of safety,None,None,None,>75%,None,<25%,None,<25%,Blankets/Mats,Off-site (>10 mn),Hand pumps,>15 ltr,No,Yes,Not so good (Not hygienic),4,Burning,No,Yes but no soap/water inside,No,No,"Yes, off site",Yes,Irregular,Cash,No,Cough,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<25%,Daily labourer,No,Yes,Yes,Mobile phone,Distribution,No
14,MATAKAM,ADAMAWA,MUBI SOUTH,NASSARAWO,10.26387,13.28235,No,,No,No,No,Yes,Yes,Yes,No,Yes,Host Communities,Host Communities,Private Building,Host family house,114,2,3,75,49,113,135,133,140,2,1,653,No,Place of origin,House damaged/destroyed,None,None,None,>75%,<25%,<25%,None,<25%,Mosquito nets,Off-site (>10 mn),Unprotected well,>15 ltr,No,Yes,Not so good (Not hygienic),5,Burning,No,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,Fever,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<25%,Daily labourer,Yes,Yes,Yes,Mobile phone,Safety and Security,No
14,GIRPATAM,ADAMAWA,MUBI SOUTH,NASSARAWO,10.26776,13.28126,No,,No,No,No,Yes,No,Yes,No,Yes,Host Communities,Host Communities,Private Building,Host family house,126,4,5,76,66,173,137,86,115,4,1,667,No,Place of origin,House damaged/destroyed,None,None,None,>75%,<25%,<25%,<25%,<25%,Blankets/Mats,Off-site (>10 mn),Hand pumps,>15 ltr,No,Yes,Not so good (Not hygienic),7,Burning,No,Yes but no soap/water inside,No,No,"Yes, off site",Yes,Irregular,Cash,No,Fever,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<25%,Daily labourer,Yes,Yes,Yes,Mobile phone,Other relief assistance,No
14,NDUKU GARI,ADAMAWA,NDUKU,NDUKU,10.13356,13.35773,No,,Yes,No,No,No,No,Yes,No,Yes,Host Communities,Host Communities,Private Building,Host family house,28,6,9,8,9,17,16,18,23,13,17,136,No,Place of origin,Lack of safety,None,None,None,>75%,<50%,<50%,None,<25%,Blankets/Mats,On-site (<10 mn),Hand pumps,10 - 15 ltr,No,Yes,Non usable,0,No waste disposal system,Yes,Yes,No,Yes,"Yes, off site",Yes,Irregular,Cultivated,No,Fever,No,Yes,Off-site (>3 km),Government,No,None,None,Farming,Yes,Yes,Yes,Families/Friends,Other relief assistance,no
14,SHAFAN,ADAMAWA,NUMAN,GAMADIO,9.46481,11.67701,Yes,Government,No,Yes,No,Yes,Yes,Yes,No,No,Host Communities,Host Communities,Private Building,Host family house,6,2,3,3,3,4,5,16,20,2,2,60,No,Place of origin,House damaged/destroyed,None,<25%,<50%,<50%,<50%,<25%,None,None,Blankets/Mats,On-site (<10 mn),Hand pumps,Unknown,No,Yes,Not so good (Not hygienic),0,Burning,No,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Irregular,Cultivated,No,Cough,No,Yes,Off-site (<3 km),Government,No,None,None,Farming,No,No,Yes,Mobile phone,Distribution,Yes
14,NGABARUSE,ADAMAWA,NUMAN,GAMADIO,9.4695,12.0269,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Host Communities,Host Communities,Private Building,Host family house,6,2,2,4,2,10,7,10,15,2,2,56,No,Place of origin,House damaged/destroyed,None,<25%,<25%,<75%,<25%,<25%,None,None,Kitchen sets,On-site (<10 mn),Hand pumps,Unknown,No,Yes,Not so good (Not hygienic),0,Burning,No,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Irregular,Cultivated,No,Fever,No,Yes,On-site (<3 km),Government,No,Unknown,None,Farming,Yes,No,Yes,Mobile phone,Distribution,Yes
14,KIKAI,ADAMAWA,NUMAN,GAMADIO,9.4678,12.0316,No,,No,Yes,Yes,Yes,Yes,Yes,No,No,Host Communities,Host Communities,Private Building,Host family house,5,2,2,3,5,6,4,10,15,2,1,50,No,Place of origin,House damaged/destroyed,None,<25%,<50%,<50%,<50%,<75%,None,None,Blankets/Mats,On-site (<10 mn),Hand pumps,>15 ltr,No,Yes,Not so good (Not hygienic),0,Burning,No,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Irregular,Cultivated,No,Cough,No,Yes,On-site (<3 km),Government,No,Unknown,None,Farming,Yes,No,Yes,Mobile phone,Distribution,Yes
14,IMBURU,ADAMAWA,NUMAN,IMBURU,9.48651,12.01827,No,,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Host Communities,Host Communities,Private Building,Host family house,7,1,1,5,7,6,8,8,12,2,2,52,No,Place of origin,House damaged/destroyed,None,None,None,>75%,<50%,<75%,None,None,Blankets/Mats,On-site (<10 mn),Hand pumps,Unknown,No,Yes,Not so good (Not hygienic),0,Burning,Yes,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Irregular,Cultivated,No,Diarrhea,No,Yes,On-site (<3 km),Government,Yes,On-site,<50%,Farming,Yes,No,Yes,Mobile phone,Distribution,Yes
14,TUDUN WADA,ADAMAWA,NUMAN,NUMAN I,9.45688,12.03416,Yes,Government,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Host Communities,Host Communities,Private Building,Self-made tents,20,2,0,13,15,25,30,40,50,2,3,180,No,Place of origin,House damaged/destroyed,None,<50%,<50%,<25%,<25%,<50%,None,None,Blankets/Mats,On-site (<10 mn),Hand pumps,Unknown,Yes,No,Not so good (Not hygienic),0,Burning,No,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Irregular,Cultivated,No,Malaria,No,Yes,Mobile clinic,Government,No,None,None,Farming,Yes,No,Yes,Mobile phone,Distribution,Yes
14,BAMTATO,ADAMAWA,NUMAN,NUMAN I,9.45723,12.03382,Yes,Government,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Host Communities,Host Communities,Private Building,Host family house,16,0,0,10,15,25,35,35,40,2,3,165,No,Place of origin,House damaged/destroyed,None,<25%,<25%,<75%,<25%,<25%,None,None,Blankets/Mats,On-site (<10 mn),Hand pumps,Unknown,Yes,No,Not so good (Not hygienic),0,Burning,No,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Irregular,Cultivated,No,Malaria,No,Yes,Off-site (<3 km),Government,No,None,None,Farming,Yes,No,Yes,Site Management,Distribution,Yes
14,WODI PARE,ADAMAWA,NUMAN,NUMAN II,9.45973,12.02173,Yes,Government,Yes,No,No,Yes,Yes,Yes,No,Yes,Host Communities,Host Communities,Private Building,Tents,7,3,2,5,6,8,12,12,19,2,1,70,No,Place of origin,House damaged/destroyed,None,<75%,<25%,<25%,<50%,<50%,None,None,Blankets/Mats,Off-site (>10 mn),Hand pumps,Unknown,Yes,No,Non usable,0,Burning,No,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Irregular,Cultivated,No,Malaria,No,No,None,None,No,None,None,Farming,Yes,No,Yes,Mobile phone,Distribution,Yes
14,NBAURO,ADAMAWA,NUMAN,NUMAN II,9.4583,12.03521,Yes,Government,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Host Communities,Host Communities,Private Building,Host family house,5,2,2,3,3,6,4,10,20,2,2,54,No,Place of origin,House damaged/destroyed,None,<25%,<25%,<75%,<50%,<25%,<25%,<25%,Blankets/Mats,On-site (>10 mn),Hand pumps,<5 ltr,Yes,No,Not so good (Not hygienic),0,Burning,No,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Irregular,Cultivated,No,Malaria,No,Yes,Off-site (<3 km),Government,No,None,None,Farming,Yes,No,Yes,Site Management,Distribution,Yes
14,ANGUWAR GANGANE,ADAMAWA,NUMAN,NUMAN III,9.4365,12.02691,Yes,Government,Yes,No,Yes,Yes,Yes,Yes,No,No,Host Communities,Host Communities,Private Building,Host family house,12,1,1,5,6,10,13,25,35,3,3,102,No,Place of origin,House damaged/destroyed,None,None,None,>75%,<50%,<25%,None,None,Kitchen sets,Off-site (<10 mn),Hand pumps,Unknown,No,Yes,Not so good (Not hygienic),0,Burning,No,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Irregular,Cultivated,No,Diarrhea,No,Yes,On-site (<3 km),Government,No,None,None,Farming,No,No,Yes,Site Management,Distribution,Yes
14,ANGUWAR JUKUNASA,ADAMAWA,NUMAN,NUMAN III,9.4625,12.02361,Yes,Government,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Host Communities,Host Communities,Private Building,Host family house,10,1,1,8,8,10,15,20,28,2,2,95,No,Place of origin,House damaged/destroyed,None,<25%,<25%,<75%,<25%,<75%,None,None,Mosquito nets,On-site (<10 mn),Hand pumps,<5 ltr,No,Yes,Not so good (Not hygienic),0,Burning,No,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Irregular,Cultivated,No,Malaria,No,Yes,On-site (<3 km),Government,No,None,None,Farming,Yes,No,Yes,Site Management,Distribution,Yes
14,GWEDA MALLAM,ADAMAWA,NUMAN,SABON PEGI,9.44911,12.03226,Yes,Government,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Host Communities,Host Communities,Private Building,Host family house,4,0,1,2,3,5,5,8,12,2,2,40,No,Place of origin,House damaged/destroyed,None,None,None,<75%,<75%,<50%,None,None,Mosquito nets,On-site (<10 mn),Hand pumps,Unknown,Yes,No,Not so good (Not hygienic),0,Burning,No,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Irregular,Cultivated,No,Malaria,No,Yes,On-site (<3 km),Government,Yes,On-site,<25%,Farming,Yes,No,Yes,Site Management,Distribution,Yes
14,WAYAM,ADAMAWA,NUMAN,SABON PEGI,9.44673,12.0237,Yes,Government,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Host Communities,Host Communities,Private Building,Host family house,4,1,1,2,3,5,4,8,9,2,1,36,No,Place of origin,House damaged/destroyed,None,None,None,<75%,<50%,<25%,None,None,Kitchen sets,On-site (<10 mn),Hand pumps,Unknown,Yes,No,Not so good (Not hygienic),0,Burning,No,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Irregular,Cultivated,No,Diarrhea,No,Yes,On-site (<3 km),Government,No,None,None,Farming,No,No,Yes,Site Management,Distribution,Yes
14,GREEN VILLAGE,ADAMAWA,NUMAN,SABON PEGI,9.45521,12.03767,Yes,Government,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Host Communities,Host Communities,Private Building,Host family house,6,2,3,4,5,5,6,10,10,3,2,50,No,Place of origin,House damaged/destroyed,None,None,None,>75%,<75%,<75%,None,None,Blankets/Mats,On-site (<10 mn),Hand pumps,Unknown,Yes,No,Not so good (Not hygienic),0,Burning,No,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Irregular,Cultivated,No,Malaria,No,Yes,On-site (<3 km),Government,No,None,None,Farming,Yes,No,Yes,Site Management,Distribution,Yes
14,DALWA,ADAMAWA,SHELLENG,BODWAI,9.9801,12.05388,No,,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Host Communities,Host Communities,Public/Government,Host family house,8,1,2,5,8,8,7,6,8,5,6,56,No,Place of origin,Lack of safety,None,None,None,>75%,None,None,<25%,<50%,Mosquito nets,On-site (<10 mn),Hand pumps,>15 ltr,Yes,No,Not so good (Not hygienic),8,Garbage pit,Yes,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Everyday,Cultivated,No,Malaria,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<50%,Farming,Yes,Yes,Yes,Mobile phone,Safety and Security,No
14,ANGUWAN SARKI,ADAMAWA,SHELLENG,BODWAI,10.00322,12.05769,Yes,Government,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Host Communities,Host Communities,Public/Government,Host family house,9,2,1,5,8,10,8,8,10,5,6,63,No,Place of origin,House damaged/destroyed,None,None,None,>75%,None,None,<25%,<50%,Mosquito nets,On-site (<10 mn),Hand pumps,>15 ltr,Yes,No,Not so good (Not hygienic),5,Garbage pit,Yes,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Everyday,Cultivated,No,Fever,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<50%,Farming,Yes,Yes,Yes,Mobile phone,Safety and Security,No
14,YALLO,ADAMAWA,SHELLENG,GUNDO,10.01494,12.01086,Yes,Government,No,Yes,Yes,Yes,No,No,Yes,Yes,Host Communities,Host Communities,Public/Government,Host family house,8,1,2,5,7,8,8,6,10,3,6,56,No,Place of origin,Lack of safety,None,None,None,>75%,None,<50%,<25%,<25%,Blankets/Mats,On-site (<10 mn),Hand pumps,>15 ltr,Yes,No,Non usable,0,No waste disposal system,Yes,Yes but no soap/water inside,No,Yes,"Yes, off site",No,Irregular,Cultivated,No,Malaria,No,Yes,On-site (<3 km),Government,Yes,On-site,<50%,Farming,Yes,Yes,Yes,Radio/news,Situation in areas of origin,No
14,BOBERE,ADAMAWA,SHELLENG,GUNDO,9.69545,12.02876,No,,No,Yes,Yes,Yes,No,No,Yes,Yes,Host Communities,Host Communities,Public/Government,Host family house,7,1,1,3,6,7,8,8,10,3,2,49,No,Place of origin,Lack of safety,None,None,None,>75%,None,<50%,<25%,<25%,Blankets/Mats,On-site (<10 mn),Hand pumps,>15 ltr,Yes,No,Non usable,0,No waste disposal system,Yes,Yes but no soap/water inside,No,Yes,"Yes, off site",No,Irregular,Cultivated,No,Malaria,No,Yes,On-site (<3 km),Government,Yes,On-site,<50%,Farming,Yes,Yes,Yes,Radio/news,Situation in areas of origin,No
14,JUMBUL,ADAMAWA,SHELLENG,JUMBUL,9.87935,12.02211,Yes,Government,No,Yes,Yes,Yes,No,No,Yes,Yes,Host Communities,Host Communities,Public/Government,Host family house,12,3,3,4,6,9,12,18,20,4,5,84,No,Place of origin,House damaged/destroyed,None,None,None,>75%,None,None,<25%,<50%,Blankets/Mats,On-site (<10 mn),Hand pumps,>15 ltr,Yes,No,Not so good (Not hygienic),6,Burning,Yes,Yes but no soap/water inside,No,Yes,"Yes, off site",Yes,Irregular,Cultivated,No,Malaria,No,Yes,On-site (<3 km),Government,Yes,On-site,<25%,Farming,Yes,Yes,Yes,Mobile phone,Safety and Security,No
14,KETEMBERE,ADAMAWA,SHELLENG,KETEMBERE,9.95218,11.9902,No,,No,Yes,Yes,Yes,No,No,Yes,Yes,Host Communities,Host Communities,Public/Government,Host family house,7,0,2,5,6,6,7,7,7,4,5,49,No,Place of origin,House damaged/destroyed,None,None,None,>75%,None,<25%,<25%,None,Blankets/Mats,On-site (<10 mn),Hand pumps,>15 ltr,Yes,No,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,No,Yes,"Yes, off site",No,Irregular,Cultivated,No,Malaria,No,Yes,On-site (>3 km),Government,Yes,On-site,<50%,Farming,Yes,Yes,Yes,Mobile phone,Situation in areas of origin,No
14,ANGUWAN WAKILI,ADAMAWA,SHELLENG,KETEMBERE,9.95615,11.99079,Yes,Government,No,Yes,Yes,Yes,No,No,Yes,Yes,Host Communities,Host Communities,Public/Government,Host family house,6,0,2,4,6,5,5,6,6,4,4,42,No,Place of origin,Lack of safety,None,None,None,>75%,None,<25%,<25%,None,Mosquito nets,On-site (<10 mn),Hand pumps,>15 ltr,Yes,No,Not so good (Not hygienic),0,No waste disposal system,Yes,Yes but no soap/water inside,No,Yes,"Yes, off site",Yes,Irregular,Cultivated,No,Malaria,No,Yes,On-site (>3 km),Government,Yes,On-site,<50%,Farming,Yes,Yes,Yes,Mobile phone,Situation in areas of origin,No
14,ANGUWAN KAMBARI,ADAMAWA,SHELLENG,KIRI,9.68548,12.00129,Yes,Government,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Host Communities,Host Communities,Public/Government,Host family house,16,8,6,9,13,13,15,15,18,5,10,112,No,Place of origin,House damaged/destroyed,None,None,None,>75%,None,<25%,None,<50%,Blankets/Mats,On-site (<10 mn),Hand pumps,>15 ltr,Yes,No,Not so good (Not hygienic),5,Burning,No,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Everyday,Cultivated,No,Malaria,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<50%,Farming,Yes,Yes,Yes,Mobile phone,Safety and Security,No
14,ANGUWAN HAKIMI,ADAMAWA,SHELLENG,KIRI,9.68561,11.99237,Yes,Government,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Host Communities,Host Communities,Public/Government,Host family house,14,3,5,4,6,9,12,16,20,6,17,98,No,Place of origin,House damaged/destroyed,None,None,None,>75%,None,<25%,None,<50%,Blankets/Mats,On-site (<10 mn),Hand pumps,>15 ltr,Yes,No,Not so good (Not hygienic),5,Burning,No,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Irregular,Cultivated,No,Malaria,No,Yes,On-site (>3 km),Government,Yes,On-site,<50%,Farming,Yes,Yes,Yes,Mobile phone,Situation in areas of origin,No
14,SABON GARI,ADAMAWA,SHELLENG,SHELLENG,9.88619,12.01852,No,,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Host Communities,Host Communities,Public/Government,Host family house,17,4,6,8,17,13,15,18,20,8,10,119,No,Place of origin,House damaged/destroyed,None,None,None,>75%,<25%,None,<25%,<25%,Mosquito nets,On-site (<10 mn),Hand pumps,>15 ltr,Yes,No,Not so good (Not hygienic),5,Burning,No,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Everyday,Cultivated,No,Malaria,Yes,Yes,Mobile clinic,Government,Yes,On-site,<50%,Farming,Yes,Yes,Yes,Mobile phone,Situation in areas of origin,No
