SURVEY ROUND,SITE ID,SITE NAME,STATE,LGA,WARD,STATUS,LATITUDE,LONGITUDE,SITE MANAGEMENT AGENCY (SMA),SMA TYPE,REGISTRATION ACTIVITY,SUPPORT WASH,SUPPORT HEALTH,SUPPORT SHELTER/NFI,SUPPORT FOOD,SUPPORT PROTECTION,SUPPORT EDUCATION,SUPPORT LIVELIHOOD,SITE CLASSIFICATION,SITE TYPE,LAND OWNERSHIP,COMMON SHELTER TYPE,NO OF HOUSEHOLDS,INFANTS MALE,INFANTS FEMALE,CHILDREN MALE,CHILDREN FEMALE,YOUTH MALE,YOUTH FEMALE,ADULT MALE,ADULT FEMALE,ELDERLY MALE,ELDERLY FEMALE,TOTAL NUMBER OF IDPS,PREVIOUSLY BEEN DISPLACED,INTENDED RETURN AREA,WHY NOT RETURN,NO SHELTER,TENTS,MAKESHIFT,INDOORS,ACCESS ELECTRICITY,ACCESS SAFE COOKING,HAVE PRIVATE AREAS,HAVE MOSQUITO NETS,MOST NEEDED NFI,WATER SOURCE LOCATION,DRINKING WATER SOURCE,WATER CONSUMPTION,DRINKING WATER POTABLE,DRINKING WATER QUALITY COMPLAINTS,LATRINE CONDITION,FUNCTIONING TOILET,GARBAGE DISPOSAL,SOLID WASTE PROBLEM,HAND WASHING STATIONS,HYGIENE PROMOTION CAMPAIGN,OPEN DEFECATION,ACCESS TO FOOD,ACCESS TO MARKET,DISTRIBUTION FREQUENCY,OBTAINING FOOD,MALNUTRITION SCREENING,MOST PREVALENT HEALTH PROBLEM,ACCESS TO MEDICINE,ACCESS TO HEALTH FACILITY,LOCATION HEALTH FACILITY,HEALTH FACILITIES PROVIDER,ACCESS TO EDUCATION,EDUCATION LOCATION,ATTENDING SCHOOL,MAJORITY OCCUPATION,ACCESS TO INCOME,LIVESTOCK,CULTIVATION,SOURCE OF INFORMATION FOR MOST RESIDENTS,MAIN TOPIC IDP'S ARE REQUESTING INFORMATION,SERIOUS PROBLEM DUE TO LACK OF INFORMATION
14,BO_S138,SANGAYA ,BORNO,DIKWA,DIKWA,INFORMAL,12.03103,13.91637,Yes,INGO,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Government building,3460,1200,1700,1950,2200,1700,2550,1300,3000,900,800,17300,No,Place of origin,Lack of safety,<25%,None,<50%,>75%,None,<25%,<25%,<75%,Blankets/Mats,On-site (<10 mn),Piped water supply,>15 ltr,Yes,No,Not so good (Not hygienic),130,No waste disposal system,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Once a week,Distribution,Yes,Fever,Yes,Yes,On-site (<3 km),INGO,Yes,On-site,<50%,Petty trade,No,No,Yes,Local Leader,Distribution,No
14,BO_S139,MOHAMMED KYARIMI,BORNO,DIKWA,DIKWA,INFORMAL,12.39258,13.150338,Yes,INGO,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Spontaneous,Collective Settlement/Centre,Public/Government,School,1858,65,80,1020,900,1000,800,2000,3200,1000,1085,11150,No,Place of origin,House damaged/destroyed,<25%,<25%,<25%,<50%,None,<25%,None,<50%,Kitchen sets,On-site (<10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),3,No waste disposal system,Yes,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Everyday,Distribution,Yes,Fever,Yes,Yes,On-site (<3 km),INGO,Yes,On-site,<50%,Petty trade,No,No,No,Authorities,Other relief assistance,No
14,BO_S140,BULABULIN IDP CAMP,BORNO,DIKWA,DIKWA,INFORMAL,12.03994,13.90474,Yes,INGO,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Self-made tents,1002,46,38,99,152,747,912,1400,1600,720,300,6014,No,Place of origin,Lack of food,<25%,<50%,<50%,<25%,None,<25%,<50%,<75%,Kitchen sets,On-site (<10 mn),Hand pumps,>15 ltr,Yes,No,Not so good (Not hygienic),15,Burning,Yes,Yes,No,Yes,"Yes, on site",Yes,Everyday,Distribution,Yes,Fever,Yes,Yes,On-site (<3 km),INGO,Yes,On-site,<25%,Petty trade,Yes,No,No,Authorities,Safety and Security,No
14,BO_S141,SHEHU SANDA IDP CAMP,BORNO,DIKWA,DIKWA,INFORMAL,12.04107,13.90601,Yes,INGO,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Government building,2033,310,215,1100,900,1030,950,1900,2100,800,860,10165,No,Place of origin,Lack of safety,<25%,None,<50%,<50%,None,<25%,<25%,<75%,Blankets/Mats,On-site (<10 mn),Hand pumps,>15 ltr,Yes,No,Not so good (Not hygienic),23,Burning,Yes,Yes,No,Yes,"Yes, on site",Yes,Everyday,Distribution,Yes,Cough,Yes,Yes,On-site (<3 km),INGO,Yes,On-site,<50%,Petty trade,Yes,No,No,Radio/news,Shelter,No
14,BO_S142,AGRIC IDP CAMP ,BORNO,DIKWA,DIKWA,INFORMAL,11.3928,12.03896,Yes,INGO,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Spontaneous,Collective Settlement/Centre,Public/Government,Government building,2188,75,102,820,1150,1103,1210,1630,1500,2010,1300,10900,No,Place of origin,Lack of safety,None,<50%,<25%,<75%,None,<25%,<25%,<25%,Mosquito nets,On-site (<10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),0,Burning,No,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Everyday,Distribution,Yes,Malaria,Yes,Yes,On-site (<3 km),INGO,Yes,On-site,<25%,Petty trade,No,No,No,Families/Friends,Situation in areas of origin,No
14,BO_S143,MOTOR PARK IDP CAMP,BORNO,DIKWA,DIKWA,INFORMAL,12.03736,10.91031,Yes,INGO,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Open lot,2860,1000,1500,1100,2500,1200,2700,1400,1100,950,850,14300,No,Place of origin,Lack of safety,None,<50%,<50%,<25%,None,<25%,<50%,<50%,Soap,On-site (<10 mn),Hand pumps,>15 ltr,Yes,No,Not so good (Not hygienic),0,Burning,No,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Everyday,Distribution,Yes,Malaria,Yes,Yes,On-site (<3 km),INGO,Yes,On-site,<50%,Petty trade,No,No,No,Families/Friends,Shelter,No
14,BO_S073,20 HOUSING UNIT,BORNO,GWOZA,GWOZA TOWN GADAMAYO,INFORMAL,11.06996,13.69006,No,NULL,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Spontaneous,Collective Settlement/Centre,Public/Government,Tents,549,67,83,367,452,516,631,589,721,99,121,3646,Yes,Place of origin,Accessibility,<25%,>75%,None,<25%,None,<50%,<75%,>75%,Blankets/Mats,On-site (<10 mn),Piped water supply,>15 ltr,Yes,No,Good (Hygienic),30,Garbage pit,Yes,Yes,Yes,Yes,"Yes, on site",No,Every 2 weeks,Distribution,Yes,Malaria,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,<25%,Farming,No,Yes,Yes,Local Leader,Situation in areas of origin,No
14,BO_S111,GWOZA WAKANE PRI. SCH.,BORNO,GWOZA,GWOZA WAKANE / BULABULIN,INFORMAL,11.08895,13.68755,No,NULL,No,Yes,Yes,Yes,Yes,Yes,No,No,Spontaneous,Collective Settlement/Centre,Public/Government,Tents,197,10,27,75,127,245,275,125,180,13,7,1084,Yes,Place of origin,Lack of safety,<25%,>75%,<25%,None,None,<50%,<25%,<75%,Blankets/Mats,On-site (<10 mn),Piped water supply,10 - 15 ltr,Yes,No,Good (Hygienic),50,Burning,No,Yes but no soap/water inside,No,Yes,"Yes, on site",No,Every 2 weeks,Distribution,Yes,Fever,Yes,Yes,On-site (<3 km),INGO,No,None,None,Farming,No,Yes,No,Local Leader,Safety and Security,No
14,BO_S112,GENERAL HOSPITAL PULKA,BORNO,GWOZA,PULKA/BOKKO,FORMAL,11.22544,13.78637,Yes,Armed Forces,No,No,Yes,Yes,Yes,Yes,No,No,Spontaneous,Collective Settlement/Centre,Public/Government,Government building,511,15,23,314,385,152,187,527,619,64,69,2355,No,Place of origin,Lack of safety,None,None,<50%,>75%,None,<25%,None,<50%,Blankets/Mats,On-site (<10 mn),Water truck,>15 ltr,Yes,No,Not so good (Not hygienic),6,Garbage pit,Yes,Yes but no soap/water inside,No,Yes,"Yes, on site",No,Everyday,Distribution,Yes,Cough,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,<25%,Daily labourer,Yes,Yes,No,Families/Friends,Safety and Security,No
14,BO_S001,FORI PRIMARY SCHOOL,BORNO,JERE,BALE GALTIMARI,INFORMAL,11.79909,13.17718,No,NULL,No,Yes,No,Yes,No,No,Yes,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,School,22,5,7,14,18,20,34,21,26,2,2,149,Yes,Place of origin,House damaged/destroyed,None,None,None,>75%,None,<25%,<25%,<25%,Blankets/Mats,On-site (<10 mn),Piped water supply,10 - 15 ltr,Yes,No,Not so good (Not hygienic),12,Burning,Yes,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Irregular,Cash,No,Malaria,Yes,Yes,Off-site (<3 km),Government,Yes,Off-site,<50%,Petty trade,Yes,Yes,No,Radio/news,Situation in areas of origin,No
14,BO_S004,BALE GALTIMARI PRI SCHOOL,BORNO,JERE,BALE GALTIMARI,INFORMAL,11.80518,13.17349,No,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Spontaneous,Camp,Public/Government,School,95,16,24,41,63,58,70,76,138,10,20,516,No,Place of origin,Lack of safety,None,None,None,>75%,None,<25%,<25%,<75%,Mosquito nets,On-site (<10 mn),Piped water supply,5 - 10 ltr,Yes,No,Not so good (Not hygienic),14,Burning,Yes,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Everyday,Distribution,Yes,Malaria,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<25%,Petty trade,Yes,Yes,Yes,Radio/news,Situation in areas of origin,No
14,BO_S035,AJIJARI CAMP ,BORNO,JERE,BALE GALTIMARI,INFORMAL,11.784613,13.139108,No,NULL,No,No,Yes,Yes,No,No,Yes,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Individual house,74,17,24,40,56,42,51,79,89,4,5,407,No,Place of origin,House damaged/destroyed,None,None,None,>75%,<25%,<25%,<25%,<25%,Blankets/Mats,Off-site (<10 mn),Lake/dam,10 - 15 ltr,Yes,No,Not so good (Not hygienic),20,Burning,No,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Irregular,Cash,No,Malaria,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<25%,Petty trade,Yes,No,No,Radio/news,Situation in areas of origin,No
14,BO_S069,GOMBOLE SITE,BORNO,JERE,BALE GALTIMARI,INFORMAL,11.803538,13.165182,No,NULL,No,Yes,No,Yes,No,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Host family house,23,2,2,7,9,5,6,7,23,3,0,64,Yes,Place of origin,House damaged/destroyed,None,None,None,>75%,None,None,>75%,None,Blankets/Mats,On-site (<10 mn),Piped water supply,5 - 10 ltr,Yes,No,Not so good (Not hygienic),0,Garbage pit,Yes,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Irregular,Cash,No,Malaria,No,No,None,None,Yes,Off-site,<25%,Petty trade,Yes,Yes,Yes,Radio/news,Situation in areas of origin,No
14,BO_S118,GIDAN YAN BAMA,BORNO,JERE,BALE GALTIMARI,INFORMAL,11.793007,13.18068,Yes,Individual/Private,No,Yes,No,Yes,No,No,Yes,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Tents,18,3,3,15,20,12,17,12,13,1,2,98,Yes,Place of origin,House damaged/destroyed,None,>75%,None,None,None,<25%,<50%,<25%,Blankets/Mats,On-site (<10 mn),Hand pumps,5 - 10 ltr,Yes,No,Not so good (Not hygienic),2,Burning,No,Yes but no soap/water inside,No,No,"Yes, on site",No,Irregular,Cash,No,Malaria,Yes,Yes,Off-site (<3 km),Government,Yes,On-site,<25%,Petty trade,Yes,No,No,Radio/news,Situation in areas of origin,No
14,BO_S119,KEKENO NON GOVERNMENT IDP CAMP,BORNO,JERE,BALE GALTIMARI,INFORMAL,11.782427,13.13705,No,NULL,No,No,Yes,Yes,No,No,Yes,No,Spontaneous,Collective Settlement/Centre,Private Building,Tents,35,4,6,8,18,2,18,35,28,5,4,128,Yes,Place of origin,Lack of safety,None,>75%,None,None,None,<25%,<25%,<25%,Blankets/Mats,Off-site (<10 mn),Lake/dam,10 - 15 ltr,Yes,No,Not so good (Not hygienic),5,Burning,No,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Irregular,Cash,No,Malaria,No,Yes,On-site (<3 km),NGO,Yes,On-site,<25%,Petty trade,No,No,No,Radio/news,Situation in areas of origin,No
14,BO_S120,GIDAN YAN MANGUNO,BORNO,JERE,BALE GALTIMARI,INFORMAL,11.806643,13.176457,Yes,Individual/Private,No,Yes,No,Yes,No,No,No,No,Spontaneous,Collective Settlement/Centre,Private Building,Individual house,8,2,2,5,13,10,11,12,10,1,1,67,Yes,Place of origin,Lack of safety,None,None,None,>75%,None,<75%,<50%,<25%,Mosquito nets,On-site (<10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),0,Burning,No,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Irregular,Cash,No,Malaria,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<25%,Petty trade,No,Yes,No,Radio/news,Situation in areas of origin,No
14,BO_S124,GIDAN BREDI,BORNO,JERE,BALE GALTIMARI,INFORMAL,11.80468,13.17032,No,NULL,No,No,No,Yes,No,No,No,No,Spontaneous,Collective Settlement/Centre,Private Building,Self-made tents,12,1,3,3,6,2,8,10,12,2,1,48,Yes,Place of origin,Lack of safety,None,None,>75%,None,None,<50%,<50%,>75%,Blankets/Mats,Off-site (<10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),6,No waste disposal system,Yes,Yes but no soap/water inside,No,No,"Yes, on site",Yes,Irregular,Cash,No,Malaria,Yes,Yes,Off-site (<3 km),Government,Yes,Off-site,None,Petty trade,No,No,No,Radio/news,Situation in areas of origin,No
14,BO_S018,FARM CENTRE,BORNO,JERE,DUSUMAN,FORMAL,11.86189,13.21455,Yes,Government,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Government building,2803,209,179,717,1262,1932,3773,1561,3427,419,388,13867,Yes,Place of origin,Lack of safety,<25%,None,<25%,<75%,None,None,<25%,>75%,Kitchen sets,On-site (<10 mn),Hand pumps,5 - 10 ltr,Yes,No,Not so good (Not hygienic),239,Burning,No,Yes,Yes,No,"Yes, on site",Yes,Irregular,Distribution,Yes,Malaria,Yes,Yes,On-site (<3 km),NGO,Yes,Off-site,<25%,Daily labourer,Yes,Yes,Yes,Site Management,Situation in areas of origin,No
14,BO_S033,MUNA PRIMARY,BORNO,JERE,DUSUMAN,INFORMAL,11.86644,13.23635,No,NULL,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Government building,80,19,17,53,40,51,42,68,77,29,22,418,No,Place of origin,Lack of safety,None,<25%,<50%,<50%,None,None,None,<25%,Blankets/Mats,On-site (<10 mn),Hand pumps,>15 ltr,Yes,No,Not so good (Not hygienic),5,Burning,No,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Once a month,Cash,No,Malaria,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,<25%,Daily labourer,Yes,No,Yes,Families/Friends,Distribution,No
14,BO_S047,MUNA GARAGE EL BADAWE,BORNO,JERE,DUSUMAN,INFORMAL,11.87271,13.35129,Yes,INGO,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Self-made tents,2522,1116,744,1838,1313,3386,2734,2365,3199,673,1177,18545,Yes,Place of origin,House damaged/destroyed,<25%,<50%,>75%,None,None,None,None,<25%,Mosquito nets,On-site (<10 mn),Hand pumps,5 - 10 ltr,Yes,No,Not so good (Not hygienic),30,Burning,No,Yes,Yes,Yes,"Yes, on site",Yes,Once a week,Distribution,Yes,Malaria,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<75%,Daily labourer,Yes,Yes,Yes,Authorities,Distribution,No
14,BO_S050,MUNA DA'ALTI 2,BORNO,JERE,DUSUMAN,INFORMAL,11.86848,13.25034,No,NULL,No,No,Yes,No,No,No,No,Yes,Spontaneous,Camp,Private Building,Self-made tents,28,3,3,34,18,33,46,33,41,5,1,217,No,Place of origin,Lack of safety,None,None,>75%,None,None,None,None,>75%,Blankets/Mats,Off-site (<10 mn),Hand pumps,5 - 10 ltr,Yes,No,Not so good (Not hygienic),2,Burning,Yes,Yes but no soap/water inside,No,No,"Yes, off site",Yes,Irregular,Cash,No,Malaria,No,Yes,On-site (<3 km),NGO,Yes,Off-site,<50%,Collecting firewood,Yes,No,No,Radio/news,Distribution,No
14,BO_S051,MUNA DA'ALTI 3,BORNO,JERE,DUSUMAN,INFORMAL,11.86817,13.25386,No,NULL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Spontaneous,Camp,Private Building,Self-made tents,27,3,2,15,11,28,23,18,24,8,5,137,Yes,Place of origin,Lack of safety,<25%,None,<75%,<25%,None,None,<25%,<25%,Plastic sheeting,Off-site (<10 mn),Hand pumps,>15 ltr,Yes,No,Not so good (Not hygienic),0,Burning,Yes,Yes but no soap/water inside,No,No,"Yes, off site",Yes,Irregular,Cash,No,Malaria,Yes,Yes,Off-site (<3 km),NGO,Yes,Off-site,<25%,Daily labourer,Yes,No,No,Local Leader,Distribution,No
14,BO_S128,MUNA DA'ALTI 1A,BORNO,JERE,DUSUMAN,INFORMAL,11.86886,13.25295,No,NULL,No,No,Yes,Yes,No,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Self-made tents,79,11,10,63,49,72,60,92,141,10,16,524,No,Place of origin,Lack of safety,None,<50%,<75%,None,None,None,<75%,<50%,Blankets/Mats,Off-site (<10 mn),Hand pumps,>15 ltr,Yes,No,Not so good (Not hygienic),3,Burning,No,Yes but no soap/water inside,No,No,"Yes, off site",Yes,Irregular,Cash,No,Malaria,Yes,Yes,On-site (<3 km),NGO,Yes,Off-site,<50%,Daily labourer,Yes,No,No,Radio/news,Distribution,No
14,BO_S129,MUNA DA'ALTI 1B,BORNO,JERE,DUSUMAN,INFORMAL,11.86956,13.25362,No,NULL,Yes,No,Yes,No,No,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Self-made tents,14,2,1,10,11,11,12,15,21,3,1,87,Yes,Place of origin,Lack of safety,None,<25%,>75%,None,None,None,None,None,Blankets/Mats,Off-site (<10 mn),Hand pumps,5 - 10 ltr,Yes,No,Not so good (Not hygienic),2,No waste disposal system,Yes,Yes but no soap/water inside,No,No,"Yes, off site",Yes,Irregular,Cash,No,Malaria,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,<50%,Daily labourer,No,Yes,No,Local Leader,Distribution,No
14,BO_S145,MUNA DA'ALTI 2A,BORNO,JERE,DUSUMAN,INFORMAL,11.86852,13.25225,No,NULL,Yes,Yes,Yes,No,No,No,No,No,Spontaneous,Collective Settlement/Centre,Private Building,Self-made tents,860,90,71,295,388,777,987,897,990,110,90,4695,No,Place of origin,Lack of safety,<25%,None,>75%,None,None,None,<75%,<50%,Blankets/Mats,On-site (<10 mn),Hand pumps,>15 ltr,Yes,No,Not so good (Not hygienic),3,Burning,No,Yes but no soap/water inside,No,No,"Yes, off site",No,Irregular,Cash,No,Malaria,Yes,Yes,On-site (<3 km),NGO,Yes,Off-site,<25%,Daily labourer,No,No,No,Radio/news,Safety and Security,No
14,BO_S146,MUNA DA`ALTI 2B,BORNO,JERE,DUSUMAN,INFORMAL,11.86852,13.25225,No,NULL,No,No,Yes,No,Yes,No,Yes,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Self-made tents,67,9,6,43,31,78,63,50,68,22,12,382,Yes,Place of origin,Lack of safety,<25%,None,<75%,<25%,<25%,<25%,<25%,<25%,Blankets/Mats,On-site (<10 mn),Hand pumps,>15 ltr,Yes,No,Good (Hygienic),10,Burning,No,Yes but no soap/water inside,No,No,"Yes, off site",Yes,Irregular,Cash,No,Malaria,No,No,None,None,Yes,Off-site,<75%,Daily labourer,No,Yes,No,Families/Friends,Distribution,No
14,BO_S151,CUSTOM HOUSE,BORNO,JERE,DUSUMAN,INFORMAL,11.88153,13.28232,Yes,INGO,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Government building,1640,311,243,1074,822,1745,1374,1187,1801,334,194,9085,Yes,Place of origin,Lack of safety,None,<25%,<50%,<50%,None,<25%,<50%,<25%,Blankets/Mats,On-site (<10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),100,Garbage pit,No,Yes,Yes,No,"Yes, on site",No,Every 2 weeks,Distribution,Yes,Cough,Yes,Yes,On-site (<3 km),INGO,Yes,On-site,>75%,Daily labourer,Yes,Yes,No,Local Leader,Safety and Security,No
14,BO_S159,MUSARI CAMP,BORNO,JERE,DUSUMAN,INFORMAL,11.87902,13.26056,No,NULL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Self-made tents,250,31,21,144,103,266,215,171,232,74,43,1300,No,Place of origin,Lack of safety,None,<25%,<75%,None,None,<25%,None,<50%,Blankets/Mats,On-site (<10 mn),Hand pumps,5 - 10 ltr,Yes,No,Not so good (Not hygienic),20,Burning,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Everyday,Cash,Yes,Malaria,Yes,Yes,Off-site (<3 km),NGO,Yes,On-site,<50%,Daily labourer,Yes,Yes,No,Local Leader,Distribution,No
14,BO_S168,MUNA MOFORO,BORNO,JERE,DUSUMAN,INFORMAL,11.86688,13.2455,No,NULL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Tents,212,23,20,130,120,258,248,230,302,18,22,1371,No,Place of origin,Lack of safety,None,>75%,<25%,None,None,<50%,None,<75%,Blankets/Mats,On-site (<10 mn),Hand pumps,5 - 10 ltr,No,Yes,Not so good (Not hygienic),4,Burning,Yes,Yes but no soap/water inside,No,No,"Yes, on site",No,Irregular,Distribution,No,Cough,No,Yes,On-site (<3 km),Government,Yes,On-site,<50%,Daily labourer,Yes,Yes,No,Radio/news,Safety and Security,No
14,BO_S127,ADAM KOLO,BORNO,JERE,MAIMUSARI,INFORMAL,11.83352,13.18715,No,NULL,No,No,No,No,No,No,No,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Self-made tents,22,2,4,6,14,19,21,17,26,7,3,119,Yes,Place of origin,Lack of safety,None,<25%,>75%,None,None,None,None,<25%,Kitchen sets,Off-site (>10 mn),Hand pumps,5 - 10 ltr,Yes,No,Not so good (Not hygienic),2,Burning,Yes,Yes but no soap/water inside,No,Yes,"Yes, on site",Yes,Irregular,Cash,No,Malaria,No,No,None,None,Yes,Off-site,<25%,Daily labourer,Yes,No,No,Local Leader,Distribution,No
14,BO_S034,UNI GUEST,BORNO,JERE,MAIRI,INFORMAL,11.81076,13.18687,No,NULL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Individual house,51,9,7,19,20,14,18,24,34,1,1,147,No,Place of origin,Lack of safety,None,None,None,>75%,None,<25%,None,<25%,Blankets/Mats,Off-site (<10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),2,Burning,No,Yes but no soap/water inside,Yes,No,"Yes, on site",Yes,Irregular,Cash,Yes,Cough,No,Yes,On-site (>3 km),Government,Yes,On-site,<50%,Petty trade,Yes,No,No,Radio/news,Situation in areas of origin,No
14,BO_S036,BAKIN KOGI CAMP,BORNO,JERE,MAIRI,INFORMAL,11.80827,13.18129,No,NULL,No,No,No,Yes,No,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Individual house,48,8,9,14,28,35,43,27,26,2,3,195,No,Place of origin,Lack of safety,<25%,None,None,>75%,None,<50%,<50%,<25%,Blankets/Mats,On-site (<10 mn),Piped water supply,10 - 15 ltr,No,Yes,Not so good (Not hygienic),4,Burning,No,Yes but no soap/water inside,Yes,No,"Yes, on site",Yes,Irregular,Cash,Yes,Malaria,No,Yes,Off-site (>3 km),Government,Yes,On-site,<50%,Petty trade,Yes,No,No,Radio/news,Situation in areas of origin,No
14,BO_S056,ORJI KALU HOUSE,BORNO,JERE,MAIRI,INFORMAL,11.81608,13.18978,No,NULL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Host family house,33,3,3,12,17,26,32,31,23,0,2,149,No,Place of origin,House damaged/destroyed,None,None,<25%,>75%,None,<25%,None,<25%,Blankets/Mats,On-site (<10 mn),Hand pumps,>15 ltr,Yes,No,Not so good (Not hygienic),6,Burning,No,Yes but no soap/water inside,Yes,No,"Yes, on site",Yes,Everyday,Cash,Yes,Malaria,No,Yes,On-site (>3 km),Government,Yes,Off-site,<50%,Petty trade,Yes,Yes,No,Radio/news,Safety and Security,No
14,BO_S131,LAYIN ELKA,BORNO,JERE,MAIRI,INFORMAL,11.82003,13.18938,No,NULL,No,No,Yes,Yes,No,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Self-made tents,11,2,3,4,6,8,12,5,11,4,3,58,No,Place of origin,Lack of safety,<25%,None,>75%,<25%,None,<25%,None,None,Blankets/Mats,Off-site (>10 mn),Piped water supply,5 - 10 ltr,Yes,No,Not so good (Not hygienic),0,Burning,No,Yes but no soap/water inside,Yes,No,"Yes, on site",Yes,Everyday,Cash,Yes,Malaria,No,Yes,On-site (>3 km),Government,Yes,Off-site,<25%,Petty trade,Yes,Yes,No,Radio/news,Situation in areas of origin,No
14,BO_S020,GONI KACHALLARI PW,BORNO,JERE,MASHAMARI,FORMAL,11.85751,13.20834,Yes,Government,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Spontaneous,Camp,Public/Government,Government building,361,26,36,117,115,299,323,310,370,39,36,1671,Yes,Place of origin,House damaged/destroyed,None,<25%,<25%,<75%,None,None,None,<75%,Blankets/Mats,On-site (<10 mn),Hand pumps,5 - 10 ltr,Yes,No,Good (Hygienic),48,Garbage pit,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Irregular,Distribution,Yes,Malaria,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<25%,Daily labourer,Yes,Yes,No,Radio/news,Distribution,No
14,BO_S125,GIDAN MONGORO,BORNO,JERE,MASHAMARI,INFORMAL,11.85286,13.17986,Yes,Individual/Private,No,No,No,No,No,No,No,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Self-made tents,24,4,4,18,15,20,23,24,25,0,0,133,No,Place of origin,Lack of safety,<25%,None,>75%,None,None,None,<75%,<50%,Blankets/Mats,Off-site (>10 mn),Hand pumps,10 - 15 ltr,Yes,No,Not so good (Not hygienic),4,Burning,Yes,Yes,Yes,Yes,"Yes, off site",Yes,Irregular,Cash,No,Malaria,No,No,None,None,Yes,Off-site,<25%,Daily labourer,Yes,No,No,Radio/news,Safety and Security,No
